Mod:Item:MetaData, Localized Name
deeperdepths:stone_wall:2, Tuff Brick Wall
deeperdepths:stone_wall:3, Cobbled Deepslate Wall
deeperdepths:stone_wall:4, Polished Deepslate Wall
deeperdepths:stone_wall:5, Deepslate Brick Wall
deeperdepths:stone_wall:6, Deepslate Tile Wall
deeperdepths:reinforced_deepslate, Reinforced Deepslate
deeperdepths:copper_ore, Copper Ore
deeperdepths:copper_block:0, Block of Copper
deeperdepths:copper_block:1, Exposed Copper
deeperdepths:copper_block:2, Weathered Copper
deeperdepths:copper_block:3, Oxidized Copper
deeperdepths:copper_block:4, Waxed Block of Copper
deeperdepths:copper_block:5, Waxed Exposed Copper
deeperdepths:copper_block:6, Waxed Weathered Copper
deeperdepths:copper_block:7, Waxed Oxidized Copper
deeperdepths:cut_copper:0, Cut Copper
deeperdepths:cut_copper:1, Exposed Cut Copper
deeperdepths:cut_copper:2, Weathered Cut Copper
deeperdepths:cut_copper:3, Oxidized Cut Copper
deeperdepths:cut_copper:4, Waxed Cut Copper
deeperdepths:cut_copper:5, Waxed Exposed Cut Copper
deeperdepths:cut_copper:6, Waxed Weathered Cut Copper
deeperdepths:cut_copper:7, Waxed Oxidized Cut Copper
deeperdepths:cut_copper_slab:0, Cut Copper Slab
deeperdepths:cut_copper_slab:1, Exposed Cut Copper Slab
deeperdepths:cut_copper_slab:2, Weathered Cut Copper Slab
deeperdepths:cut_copper_slab:3, Oxidized Cut Copper Slab
deeperdepths:cut_copper_slab:4, Waxed Cut Copper Slab
deeperdepths:cut_copper_slab:5, Waxed Exposed Cut Copper Slab
deeperdepths:cut_copper_slab:6, Waxed Weathered Cut Copper Slab
deeperdepths:cut_copper_slab:7, Waxed Oxidized Cut Copper Slab
deeperdepths:chiseled_copper:0, Chiseled Copper
deeperdepths:chiseled_copper:1, Exposed Chiseled Copper
deeperdepths:chiseled_copper:2, Weathered Chiseled Copper
deeperdepths:chiseled_copper:3, Oxidized Chiseled Copper
deeperdepths:chiseled_copper:4, Waxed Chiseled Copper
deeperdepths:chiseled_copper:5, Waxed Exposed Chiseled Copper
deeperdepths:chiseled_copper:6, Waxed Weathered Chiseled Copper
deeperdepths:chiseled_copper:7, Waxed Oxidized Chiseled Copper
deeperdepths:copper_grate:0, Copper Grate
deeperdepths:copper_grate:1, Exposed Copper Grate
deeperdepths:copper_grate:2, Weathered Copper Grate
deeperdepths:copper_grate:3, Oxidized Copper Grate
deeperdepths:copper_grate:4, Waxed Copper Grate
deeperdepths:copper_grate:5, Waxed Exposed Copper Grate
deeperdepths:copper_grate:6, Waxed Weathered Copper Grate
deeperdepths:copper_grate:7, Waxed Oxidized Copper Grate
deeperdepths:copper_bulb:0, Copper Bulb
deeperdepths:copper_bulb:1, Exposed Copper Bulb
deeperdepths:copper_bulb:2, Weathered Copper Bulb
deeperdepths:copper_bulb:3, Oxidized Copper Bulb
deeperdepths:waxed_copper_bulb:0, Waxed Copper Bulb
deeperdepths:waxed_copper_bulb:1, Waxed Exposed Copper Bulb
deeperdepths:waxed_copper_bulb:2, Waxed Weathered Copper Bulb
deeperdepths:waxed_copper_bulb:3, Waxed Oxidized Copper Bulb
deeperdepths:cut_copper_stairs, Cut Copper Stairs
deeperdepths:exposed_cut_copper_stairs, Exposed Cut Copper Stairs
deeperdepths:weathered_cut_copper_stairs, Weathered Cut Copper Stairs
deeperdepths:oxidized_cut_copper_stairs, Oxidized Cut Copper Stairs
deeperdepths:waxed_cut_copper_stairs, Waxed Cut Copper Stairs
deeperdepths:waxed_exposed_cut_copper_stairs, Waxed Exposed Cut Copper Stairs
deeperdepths:waxed_weathered_cut_copper_stairs, Waxed Weathered Cut Copper Stairs
deeperdepths:waxed_oxidized_cut_copper_stairs, Waxed Oxidized Cut Copper Stairs
deeperdepths:copper_trapdoor, Copper Trapdoor
deeperdepths:exposed_copper_trapdoor, Exposed Copper Trapdoor
deeperdepths:weathered_copper_trapdoor, Weathered Copper Trapdoor
deeperdepths:oxidized_copper_trapdoor, Oxidized Copper Trapdoor
deeperdepths:waxed_copper_trapdoor, Waxed Copper Trapdoor
deeperdepths:waxed_exposed_copper_trapdoor, Waxed Exposed Copper Trapdoor
deeperdepths:waxed_weathered_copper_trapdoor, Waxed Weathered Copper Trapdoor
deeperdepths:waxed_oxidized_copper_trapdoor, Waxed Oxidized Copper Trapdoor
deeperdepths:copper_door, Copper Door
deeperdepths:exposed_copper_door, Exposed Copper Door
deeperdepths:weathered_copper_door, Weathered Copper Door
deeperdepths:oxidized_copper_door, Oxidized Copper Door
deeperdepths:waxed_copper_door, Waxed Copper Door
deeperdepths:waxed_exposed_copper_door, Waxed Exposed Copper Door
deeperdepths:waxed_weathered_copper_door, Waxed Weathered Copper Door
deeperdepths:waxed_oxidized_copper_door, Waxed Oxidized Copper Door
deeperdepths:lightning_rod, Lightning Rod
deeperdepths:exposed_lightning_rod, Exposed Lightning Rod
deeperdepths:weathered_lightning_rod, Weathered Lightning Rod
deeperdepths:oxidized_lightning_rod, Oxidized Lightning Rod
deeperdepths:waxed_lightning_rod, Waxed Lightning Rod
deeperdepths:waxed_exposed_lightning_rod, Waxed Exposed Lightning Rod
deeperdepths:waxed_weathered_lightning_rod, Waxed Weathered Lightning Rod
deeperdepths:waxed_oxidized_lightning_rod, Waxed Oxidized Lightning Rod
deeperdepths:copper_bars, Copper Bars
deeperdepths:exposed_copper_bars, Exposed Copper Bars
deeperdepths:weathered_copper_bars, Weathered Copper Bars
deeperdepths:oxidized_copper_bars, Oxidized Copper Bars
deeperdepths:waxed_copper_bars, Waxed Copper Bars
deeperdepths:waxed_exposed_copper_bars, Waxed Exposed Copper Bars
deeperdepths:waxed_weathered_copper_bars, Waxed Weathered Copper Bars
deeperdepths:waxed_oxidized_copper_bars, Waxed Oxidized Copper Bars
deeperdepths:copper_chest:0, Copper Chest
deeperdepths:copper_chest:1, Exposed Copper Chest
deeperdepths:copper_chest:2, Weathered Copper Chest
deeperdepths:copper_chest:3, Oxidized Copper Chest
deeperdepths:waxed_copper_chest:0, Waxed Copper Chest
deeperdepths:waxed_copper_chest:1, Waxed Exposed Copper Chest
deeperdepths:waxed_copper_chest:2, Waxed Weathered Copper Chest
deeperdepths:waxed_copper_chest:3, Waxed Oxidized Copper Chest
deeperdepths:copper_chain:0, Copper Chain
deeperdepths:copper_chain:1, Exposed Copper Chain
deeperdepths:copper_chain:2, Weathered Copper Chain
deeperdepths:copper_chain:3, Oxidized Copper Chain
deeperdepths:waxed_copper_chain:0, Waxed Copper Chain
deeperdepths:waxed_copper_chain:1, Waxed Exposed Copper Chain
deeperdepths:waxed_copper_chain:2, Waxed Weathered Copper Chain
deeperdepths:waxed_copper_chain:3, Waxed Oxidized Copper Chain
deeperdepths:copper_lantern:0, Copper Lantern
deeperdepths:copper_lantern:1, Exposed Copper Lantern
deeperdepths:copper_lantern:2, Weathered Copper Lantern
deeperdepths:copper_lantern:3, Oxidized Copper Lantern
deeperdepths:copper_lantern:4, Waxed Copper Lantern
deeperdepths:copper_lantern:5, Waxed Exposed Copper Lantern
deeperdepths:copper_lantern:6, Waxed Weathered Copper Lantern
deeperdepths:copper_lantern:7, Waxed Oxidized Copper Lantern
deeperdepths:amethyst_block, Amethyst Block
deeperdepths:budding_amethyst, Budding Amethyst
deeperdepths:small_amethyst_bud, Small Amethyst Bud
deeperdepths:medium_amethyst_bud, Medium Amethyst Bud
deeperdepths:large_amethyst_bud, Large Amethyst Bud
deeperdepths:amethyst_cluster, Amethyst Cluster
deeperdepths:tinted_glass, Tinted Glass
deeperdepths:candle, Candle
deeperdepths:white_candle, White Candle
deeperdepths:orange_candle, Orange Candle
deeperdepths:magenta_candle, Magenta Candle
deeperdepths:light_blue_candle, Light Blue Candle
deeperdepths:yellow_candle, Yellow Candle
deeperdepths:lime_candle, Lime Candle
deeperdepths:pink_candle, Pink Candle
deeperdepths:gray_candle, Gray Candle
deeperdepths:light_gray_candle, Light Gray Candle
deeperdepths:cyan_candle, Cyan Candle
deeperdepths:purple_candle, Purple Candle
deeperdepths:blue_candle, Blue Candle
deeperdepths:brown_candle, Brown Candle
deeperdepths:green_candle, Green Candle
deeperdepths:red_candle, Red Candle
deeperdepths:black_candle, Black Candle
deeperdepths:trial_spawner, Trial Spawner
deeperdepths:vault:0, Vault
deeperdepths:vault:1, Ominous Vault
deeperdepths:trial_pot, Trial Pot
deeperdepths:heavy_core, Heavy Core
deeperdepths:copper_torch, Copper Torch
deeperdepths:material:0, Copper Ingot
deeperdepths:material:4, Copper Nugget
deeperdepths:material:1, Amethyst Shard
deeperdepths:material:3, Breeze Rod
deeperdepths:wind_charge, Wind Charge
deeperdepths:explorer_map:0, Trial Explorer Map
deeperdepths:copper_sword, Copper Sword
deeperdepths:copper_hoe, Copper Hoe
deeperdepths:copper_pickaxe, Copper Pickaxe
deeperdepths:copper_axe, Copper Axe
deeperdepths:copper_shovel, Copper Shovel
deeperdepths:copper_helmet, Copper Helmet
deeperdepths:copper_chestplate, Copper Chestplate
deeperdepths:copper_leggings, Copper Leggings
deeperdepths:copper_boots, Copper Boots
deeperdepths:copper_horse_armour, Copper Horse Armor
deeperdepths:spyglass, Spyglass
deeperdepths:trial_key:0, Trial Key
deeperdepths:trial_key:1, Ominous Trial Key
deeperdepths:trial_chambers_painting, Trial Chambers Painting
deeperdepths:ominous_bottle:0, Ominous Bottle
deeperdepths:ominous_bottle:1, Ominous Bottle
deeperdepths:ominous_bottle:2, Ominous Bottle
deeperdepths:ominous_bottle:3, Ominous Bottle
deeperdepths:ominous_bottle:4, Ominous Bottle
deeperdepths:mace, Mace
doggytalents:dog_bath, Dog Bath
doggytalents:food_bowl, Food Bowl
doggytalents:throw_bone, Throw Bone
doggytalents:throw_bone_wet, Drool Throw Bone
doggytalents:throw_stick, Throw Stick
doggytalents:throw_stick_wet, Drool Throw Stick
doggytalents:training_treat, Training Treat
doggytalents:super_treat, Super Treat
doggytalents:master_treat, Master Treat
doggytalents:dire_treat, Dire Treat
doggytalents:breeding_bone, Breeding Bone
doggytalents:collar_shears, Collar Shears
doggytalents:doggy_charm, Doggy Charm
doggytalents:radio_collar, Radio Collar
doggytalents:wool_collar, Wool Collar
doggytalents:creative_collar, Creative Collar
doggytalents:spotted_collar, Spotted Collar
doggytalents:multicoloured_collar, Multicolored Collar
doggytalents:creative_radar, Creative Radar
doggytalents:radar, Radar
doggytalents:whistle, item.doggytalents.whistle.name
doggytalents:treat_bag, Treat Bag
doggytalents:chew_stick, Chew Stick
doggytalents:cape, Tartan Cape
doggytalents:cape_coloured, Colored Cape
doggytalents:sunglasses, Dog Sunglasses
doggytalents:leather_jacket, Leather Jacket
doggytalents:tiny_bone, Tiny Bone
doggytalents:big_bone, Big Bone
doggytalents:owner_change, Change Dog Owner
dragonmounts:aether_dragon_scale_block, Block of Dragon Scale
dragonmounts:water_dragon_scale_block, Block of Dragon Scale
dragonmounts:ice_dragon_scale_block, Block of Dragon Scale
dragonmounts:fire_dragon_scale_block, Block of Dragon Scale
dragonmounts:forest_dragon_scale_block, Block of Dragon Scale
dragonmounts:nether_dragon_scale_block, Block of Dragon Scale
dragonmounts:ender_dragon_scale_block, Block of Dragon Scale
dragonmounts:enchanted_dragon_scale_block, Block of Dragon Scale
dragonmounts:sunlight_dragon_scale_block, Block of Dragon Scale
dragonmounts:moonlight_dragon_scale_block, Block of Dragon Scale
dragonmounts:storm_dragon_scale_block, Block of Dragon Scale
dragonmounts:terra_dragon_scale_block, Block of Dragon Scale
dragonmounts:zombie_dragon_scale_block, Block of Dragon Scale
dragonmounts:dark_dragon_scale_block, Block of Dragon Scale
dragonmounts:aether_dragon_egg, Dragon Egg
dragonmounts:enchanted_dragon_egg, Dragon Egg
dragonmounts:ender_dragon_egg, Dragon Egg
dragonmounts:fire_dragon_egg, Dragon Egg
dragonmounts:forest_dragon_egg, Dragon Egg
dragonmounts:ice_dragon_egg, Dragon Egg
dragonmounts:moonlight_dragon_egg, Dragon Egg
dragonmounts:nether_dragon_egg, Dragon Egg
dragonmounts:skeleton_dragon_egg, Dragon Egg
dragonmounts:storm_dragon_egg, Dragon Egg
dragonmounts:sunlight_dragon_egg, Dragon Egg
dragonmounts:terra_dragon_egg, Dragon Egg
dragonmounts:water_dragon_egg, Dragon Egg
dragonmounts:wither_dragon_egg, Dragon Egg
dragonmounts:zombie_dragon_egg, Dragon Egg
dragonmounts:dark_dragon_egg, Dragon Egg
dragonmounts:dragon_nest, Nest Block
dragonmounts:dragon_core, Dragon Core
dragonmounts:dragon_meat, Raw Dragon Meat
dragonmounts:cooked_dragon_meat, Cooked Dragon Meat
dragonmounts:forest_dragon_scales, Dragon Scales
dragonmounts:fire_dragon_scales, Dragon Scales
dragonmounts:ice_dragon_scales, Dragon Scales
dragonmounts:water_dragon_scales, Dragon Scales
dragonmounts:aether_dragon_scales, Dragon Scales
dragonmounts:nether_dragon_scales, Dragon Scales
dragonmounts:ender_dragon_scales, Dragon Scales
dragonmounts:sunlight_dragon_scales, Dragon Scales
dragonmounts:enchanted_dragon_scales, Dragon Scales
dragonmounts:storm_dragon_scales, Dragon Scales
dragonmounts:terra_dragon_scales, Dragon Scales
dragonmounts:zombie_dragon_scales, Dragon Scales
dragonmounts:moonlight_dragon_scales, Dragon Scales
dragonmounts:dark_dragon_scales, Dragon Scales
dragonmounts:iron_dragon_armor, Iron Dragon Armor
dragonmounts:golden_dragon_armor, Golden Dragon Armor
dragonmounts:emerald_dragon_armor, Emerald Dragon Armor
dragonmounts:diamond_dragon_armor, Diamond Dragon Armor
dragonmounts:aether_dragon_scale_sword, Dragon Scale Sword
dragonmounts:water_dragon_scale_sword, Dragon Scale Sword
dragonmounts:ice_dragon_scale_sword, Dragon Scale Sword
dragonmounts:fire_dragon_scale_sword, Dragon Scale Sword
dragonmounts:forest_dragon_scale_sword, Dragon Scale Sword
dragonmounts:nether_dragon_scale_sword, Dragon Scale Sword
dragonmounts:ender_dragon_scale_sword, Dragon Scale Sword
dragonmounts:enchanted_dragon_scale_sword, Dragon Scale Sword
dragonmounts:sunlight_dragon_scale_sword, Dragon Scale Sword
dragonmounts:moonlight_dragon_scale_sword, Dragon Scale Sword
dragonmounts:storm_dragon_scale_sword, Dragon Scale Sword
dragonmounts:terra_dragon_scale_sword, Dragon Scale Sword
dragonmounts:zombie_dragon_scale_sword, Dragon Scale Sword
dragonmounts:dark_dragon_scale_sword, Dragon Scale Sword
dragonmounts:aether_dragon_scale_axe, Dragon Scale Axe
dragonmounts:water_dragon_scale_axe, Dragon Scale Axe
dragonmounts:ice_dragon_scale_axe, Dragon Scale Axe
dragonmounts:fire_dragon_scale_axe, Dragon Scale Axe
dragonmounts:forest_dragon_scale_axe, Dragon Scale Axe
dragonmounts:nether_dragon_scale_axe, Dragon Scale Axe
dragonmounts:ender_dragon_scale_axe, Dragon Scale Axe
dragonmounts:enchanted_dragon_scale_axe, Dragon Scale Axe
dragonmounts:sunlight_dragon_scale_axe, Dragon Scale Axe
dragonmounts:moonlight_dragon_scale_axe, Dragon Scale Axe
dragonmounts:storm_dragon_scale_axe, Dragon Scale Axe
dragonmounts:terra_dragon_scale_axe, Dragon Scale Axe
dragonmounts:zombie_dragon_scale_axe, Dragon Scale Axe
dragonmounts:dark_dragon_scale_axe, Dragon Scale Axe
dragonmounts:aether_dragon_scale_bow, Dragon Scale Bow
dragonmounts:water_dragon_scale_bow, Dragon Scale Bow
dragonmounts:ice_dragon_scale_bow, Dragon Scale Bow
dragonmounts:fire_dragon_scale_bow, Dragon Scale Bow
dragonmounts:forest_dragon_scale_bow, Dragon Scale Bow
dragonmounts:nether_dragon_scale_bow, Dragon Scale Bow
dragonmounts:ender_dragon_scale_bow, Dragon Scale Bow
dragonmounts:enchanted_dragon_scale_bow, Dragon Scale Bow
dragonmounts:sunlight_dragon_scale_bow, Dragon Scale Bow
dragonmounts:moonlight_dragon_scale_bow, Dragon Scale Bow
dragonmounts:storm_dragon_scale_bow, Dragon Scale Bow
dragonmounts:terra_dragon_scale_bow, Dragon Scale Bow
dragonmounts:zombie_dragon_scale_bow, Dragon Scale Bow
dragonmounts:dark_dragon_scale_bow, Dragon Scale Bow
dragonmounts:aether_dragon_scale_shield, Dragon Scale Shield
dragonmounts:water_dragon_scale_shield, Dragon Scale Shield
dragonmounts:ice_dragon_scale_shield, Dragon Scale Shield
dragonmounts:fire_dragon_scale_shield, Dragon Scale Shield
dragonmounts:forest_dragon_scale_shield, Dragon Scale Shield
dragonmounts:nether_dragon_scale_shield, Dragon Scale Shield
dragonmounts:ender_dragon_scale_shield, Dragon Scale Shield
dragonmounts:enchanted_dragon_scale_shield, Dragon Scale Shield
dragonmounts:sunlight_dragon_scale_shield, Dragon Scale Shield
dragonmounts:moonlight_dragon_scale_shield, Dragon Scale Shield
dragonmounts:storm_dragon_scale_shield, Dragon Scale Shield
dragonmounts:terra_dragon_scale_shield, Dragon Scale Shield
dragonmounts:zombie_dragon_scale_shield, Dragon Scale Shield
dragonmounts:dark_dragon_scale_shield, Dragon Scale Shield
dragonmounts:aether_dragon_scale_shovel, Dragon Scale Shovel
dragonmounts:aether_dragon_scale_pickaxe, Dragon Scale Pickaxe
dragonmounts:aether_dragon_scale_hoe, Dragon Scale Hoe
dragonmounts:water_dragon_scale_shovel, Dragon Scale Shovel
dragonmounts:water_dragon_scale_pickaxe, Dragon Scale Pickaxe
dragonmounts:water_dragon_scale_hoe, Dragon Scale Hoe
dragonmounts:ice_dragon_scale_shovel, Dragon Scale Shovel
dragonmounts:ice_dragon_scale_pickaxe, Dragon Scale Pickaxe
dragonmounts:ice_dragon_scale_hoe, Dragon Scale Hoe
dragonmounts:fire_dragon_scale_shovel, Dragon Scale Shovel
dragonmounts:fire_dragon_scale_pickaxe, Dragon Scale Pickaxe
dragonmounts:fire_dragon_scale_hoe, Dragon Scale Hoe
dragonmounts:forest_dragon_scale_shovel, Dragon Scale Shovel
